A1,A1Label,Rel,A2,A2Label,Count
BCIO:050891,social group,Influences,BCIO:006001,social environmental system,1
ENVO:01000452,environmental disposition,Influences,BCIO:006090,social behavioural opportunity,1
ENVO:01000452,environmental disposition,Influences,BCIO:006001,social environmental system,1
ENVO:01000254,environmental system,Influences,BCIO:036072,antisocial behaviour,1
BCIO:006001,social environmental system,Influences,BCIO:007252,provide positive consequence for behaviour BCT,1
BCIO:050891,social group,Influences,BCIO:007252,provide positive consequence for behaviour BCT,1
ENVO:01000452,environmental disposition,Influences,BCIO:007252,provide positive consequence for behaviour BCT,1
BCIO:006082,social role,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:006082,social role,Influences,BCIO:006001,social environmental system,1
OPMI:0000121,socioeconomic status,Influences,BCIO:006090,social behavioural opportunity,1
OPMI:0000121,socioeconomic status,Influences,BCIO:006001,social environmental system,1
BCIO:050300,personal attribute,Influences,BCIO:007252,provide positive consequence for behaviour BCT,1
BCIO:050300,personal attribute,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:050300,personal attribute,Influences,BCIO:006001,social environmental system,1
BCIO:006001,social environmental system,Influences,BCIO:050749,psychological attachment formation to conventional society,1
BCIO:050891,social group,Influences,BCIO:050749,psychological attachment formation to conventional society,1
ENVO:01000452,environmental disposition,Influences,BCIO:050749,psychological attachment formation to conventional society,1
BCIO:050749,psychological attachment formation to conventional society,Influences,BCIO:006001,social environmental system,1
BCIO:050749,psychological attachment formation to conventional society,Influences,BCIO:050891,social group,1
BCIO:050749,psychological attachment formation to conventional society,Influences,ENVO:01000452,environmental disposition,1
BCIO:050792,traditional personal value,Part of,BCIO:050749,psychological attachment formation to conventional society,1
BCIO:050215,behavioural capability,Influences (*),BCIO:036025,inter-personal behaviour,1
BCIO:007252,provide positive consequence for behaviour BCT,Influences (*),BCIO:036025,inter-personal behaviour,1
BCIO:006090,social behavioural opportunity,Influences (*),BCIO:036025,inter-personal behaviour,1
BCIO:006001,social environmental system,Influences (*),BCIO:036025,inter-personal behaviour,1
OMRSE:00000064,school facility,Type of,BCIO:050891,social group,1
OMRSE:00000064,school facility,Type of,ENVO:01000452,environmental disposition,1
BCIO:006002,family environmental system,Type of,BCIO:006001,social environmental system,1
BCIO:006002,family environmental system,Type of,BCIO:050891,social group,1
BCIO:006002,family environmental system,Type of,ENVO:01000452,environmental disposition,1
BCIO:010104,peer,Type of,BCIO:006001,social environmental system,1
BCIO:010104,peer,Type of,BCIO:050891,social group,1
BCIO:010104,peer,Type of,ENVO:01000452,environmental disposition,1
BCIO:006001,social environmental system,Type of,ENVO:01000452,environmental disposition,1
BCIO:050892,social grouping,Type of,BCIO:006001,social environmental system,1
BCIO:050892,social grouping,Type of,BCIO:050891,social group,1
BCIO:050892,social grouping,Type of,ENVO:01000452,environmental disposition,1
BCIO:015105,biological sex,Part of,BCIO:006082,social role,1
BCIO:015105,biological sex,Part of,OPMI:0000121,socioeconomic status,1
OPMI:0000121,socioeconomic status,Part of,BCIO:006082,social role,1
BCIO:015097,ethnic group membership,Part of,BCIO:006082,social role,1
BCIO:015097,ethnic group membership,Part of,OPMI:0000121,socioeconomic status,1
BCIO:006147,evaluative belief about a behaviour,Influences,BCIO:006016,behavioural intention,1
BCIO:050209,individual human behaviour change,Influences,BCIO:017000,behaviour change intervention effect estimate,1
BCIO:050764,self-efficacy belief for a behaviour under conditions of stress,Influences,BCIO:006041,perceived evaluative behavioural norm,1
BCIO:050764,self-efficacy belief for a behaviour under conditions of stress,Influences,BCIO:006059,motivation to comply,1
BCIO:017000,behaviour change intervention effect estimate,Influences,BCIO:006148,evaluative belief about the consequences of behaviour,1
BCIO:017000,behaviour change intervention effect estimate,Influences,BCIO:006041,perceived evaluative behavioural norm,1
BCIO:017000,behaviour change intervention effect estimate,Influences,BCIO:006059,motivation to comply,1
BCIO:017000,behaviour change intervention effect estimate,Influences,BCIO:050764,self-efficacy belief for a behaviour under conditions of stress,1
BCIO:050215,behavioural capability,Part of,ENVO:01000452,environmental disposition,1
ENVO:01000254,environmental system,Part of,ENVO:01000452,environmental disposition,1
ENVO:01000452,environmental disposition,Part of,ENVO:01000254,environmental system,1
BCIO:050698,low opportunity to enact a behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:050698,low opportunity to enact a behaviour,Part of,ENVO:01000452,environmental disposition,1
BCIO:006147,evaluative belief about a behaviour,Part of,BCIO:032000,behaviour change intervention tailoring,1
BCIO:006039,perceived norm,Part of,BCIO:032000,behaviour change intervention tailoring,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:032000,behaviour change intervention tailoring,1
BCIO:006016,behavioural intention,Part of,BCIO:032000,behaviour change intervention tailoring,1
BCIO:050209,individual human behaviour change,Part of,BCIO:032000,behaviour change intervention tailoring,1
BCIO:050578,behavioural cue,Part of,BCIO:032000,behaviour change intervention tailoring,1
BCIO:017000,behaviour change intervention effect estimate,Part of,BCIO:003000,behaviour change intervention,1
BCIO:006148,evaluative belief about the consequences of behaviour,Part of,BCIO:006147,evaluative belief about a behaviour,1
BCIO:006059,motivation to comply,Part of,BCIO:006039,perceived norm,1
BCIO:050700,low physical opportunity to enact a behaviour,Type of,BCIO:050698,low opportunity to enact a behaviour,1
BCIO:050702,low social opportunity to enact a behaviour,Type of,BCIO:050698,low opportunity to enact a behaviour,1
BCIO:006087,financial behavioural opportunity,Type of,BCIO:050698,low opportunity to enact a behaviour,1
BCIO:006091,temporal behavioural opportunity,Type of,BCIO:050698,low opportunity to enact a behaviour,1
BCIO:050787,supportive social environmental system,Type of,ENVO:01000254,environmental system,1
BCIO:050787,supportive social environmental system,Type of,ENVO:01000452,environmental disposition,1
BCIO:050883,strength of group support for an intervention,Type of,ENVO:01000254,environmental system,1
BCIO:050883,strength of group support for an intervention,Type of,ENVO:01000452,environmental disposition,1
ENVO:01000452,environmental disposition,Type of,ENVO:01000254,environmental system,1
BCIO:050315,BCI attribute,Type of,ENVO:01000254,environmental system,1
BCIO:050315,BCI attribute,Type of,ENVO:01000452,environmental disposition,1
BCIO:006010,physical skill,Type of,BCIO:050215,behavioural capability,1
BCIO:006012,social skill,Type of,BCIO:050215,behavioural capability,1
BCIO:006004,mental skill,Type of,BCIO:050215,behavioural capability,1
MF:0000043,capability,Influences,BCIO:006086,behavioural opportunity,1
BCIO:006086,behavioural opportunity,Influences,BCIO:050664,feeling safe,1
BCIO:050664,feeling safe,Influences,BCIO:050902,behavioural ease,1
BCIO:050902,behavioural ease,Influences,BCIO:050643,environmental opportunity for pleasure,1
MF:0000043,capability,Part of,BCIO:006064,psychological need,1
BCIO:006086,behavioural opportunity,Part of,BCIO:006064,psychological need,1
BCIO:050664,feeling safe,Part of,BCIO:006064,psychological need,1
BCIO:050902,behavioural ease,Part of,BCIO:006064,psychological need,1
BCIO:050455,behavioural duration,Part of,BCIO:036108,walking,1
BCIO:006049,goal,Part of,BCIO:036108,walking,1
BCIO:006064,psychological need,Part of,ENVO:01000254,environmental system,1
BCIO:006064,psychological need,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050878,social categorising,Influences,BCIO:050891,social group,1
BCIO:050878,social categorising,Influences,BCIO:050866,group identity development,1
BCIO:050935,appraisal of social identity,Influences,BCIO:006118,social comparison process,1
BCIO:006118,social comparison process,Positively influences,BCIO:050866,group identity development,1
ADDICTO:0001087,social identity,Negatively influences,BCIO:036084,association behaviour,1
BCIO:006118,social comparison process,Influences,BCIO:050935,appraisal of social identity,1
BCIO:050775,social identity process,Influences,BCIO:006118,social comparison process,1
BCIO:006001,social environmental system,Influences,BCIO:006118,social comparison process,1
ENVO:01000452,environmental disposition,Influences,BCIO:006118,social comparison process,1
BCIO:050949,social competition process,Influences,BCIO:006118,social comparison process,1
BCIO:050935,appraisal of social identity,Influences,BCIO:006035,evaluation of self,1
ADDICTO:0001087,social identity,Negatively influences,BCIO:050949,social competition process,1
ADDICTO:0001087,social identity,Influences,BCIO:050935,appraisal of social identity,1
ADDICTO:0001087,social identity,Influences,BCIO:050888,out-group,1
ADDICTO:0001087,social identity,Type of,BCIO:050891,social group,1
BCIO:050888,out-group,Type of,BCIO:050891,social group,1
BCIO:050891,social group,Influences (*),ADDICTO:0001087,social identity,1
BCIO:050866,group identity development,Influences (*),ADDICTO:0001087,social identity,1
BCIO:050935,appraisal of social identity,Part of,BCIO:050888,out-group,1
BCIO:050935,appraisal of social identity,Part of,BCIO:006001,social environmental system,1
BCIO:050935,appraisal of social identity,Part of,ADDICTO:0001087,social identity,1
BCIO:050318,reflective behavioural motivation,Influences,BCIO:050671,group evaluative behavioural norm,1
BCIO:006063,personal value,Influences,BCIO:050671,group evaluative behavioural norm,1
BCIO:050671,group evaluative behavioural norm,Influences,ADDICTO:0001087,social identity,1
MF:0000045,wanting,Positively influences,BCIO:006016,behavioural intention,1
BCIO:006064,psychological need,Positively influences,BCIO:006016,behavioural intention,1
BCIO:050672,group facilitation behaviour,Correlates with,BCIO:050671,group evaluative behavioural norm,1
ADDICTO:0001087,social identity,Positively influences,MF:0000045,wanting,1
ADDICTO:0001087,social identity,Positively influences,BCIO:006064,psychological need,1
BCIO:050671,group evaluative behavioural norm,Positively influences,BCIO:006016,behavioural intention,1
ADDICTO:0001087,social identity,Positively influences,BCIO:006016,behavioural intention,1
BCIO:006090,social behavioural opportunity,Influences,BCIO:036000,individual human behaviour,1
BCIO:006141,belief about message,Part of,BCIO:006100,internal reward for a response,1
BCIO:006141,belief about message,Part of,BCIO:050872,positive evaluative belief about achieving a goal,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,BCIO:006100,internal reward for a response,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,BCIO:050872,positive evaluative belief about achieving a goal,1
BCIO:006100,internal reward for a response,Type of,ADDICTO:0001087,social identity,1
BCIO:050872,positive evaluative belief about achieving a goal,Type of,ADDICTO:0001087,social identity,1
BCIO:006100,internal reward for a response,Type of,BCIO:050318,reflective behavioural motivation,1
BCIO:006100,internal reward for a response,Type of,BCIO:006063,personal value,1
BCIO:050872,positive evaluative belief about achieving a goal,Type of,BCIO:050318,reflective behavioural motivation,1
BCIO:050872,positive evaluative belief about achieving a goal,Type of,BCIO:006063,personal value,1
BCIO:050873,positive evaluative belief about interacting with others,Type of,ADDICTO:0001087,social identity,1
BCIO:050873,positive evaluative belief about interacting with others,Type of,BCIO:050318,reflective behavioural motivation,1
BCIO:050873,positive evaluative belief about interacting with others,Type of,BCIO:006063,personal value,1
BCIO:050877,social approval pleasure,Type of,ADDICTO:0001087,social identity,1
BCIO:050877,social approval pleasure,Type of,BCIO:050318,reflective behavioural motivation,1
BCIO:050877,social approval pleasure,Type of,BCIO:006063,personal value,1
BCIO:050882,social pleasure,Type of,ADDICTO:0001087,social identity,1
BCIO:050882,social pleasure,Type of,BCIO:050318,reflective behavioural motivation,1
BCIO:050882,social pleasure,Type of,BCIO:006063,personal value,1
BCIO:050879,social connectedness pleasure,Type of,ADDICTO:0001087,social identity,1
BCIO:050879,social connectedness pleasure,Type of,BCIO:050318,reflective behavioural motivation,1
BCIO:050879,social connectedness pleasure,Type of,BCIO:006063,personal value,1
BCIO:006100,internal reward for a response,Part of,BCIO:006063,personal value,1
BCIO:050872,positive evaluative belief about achieving a goal,Part of,BCIO:006063,personal value,1
BCIO:050873,positive evaluative belief about interacting with others,Part of,BCIO:006063,personal value,1
BCIO:050877,social approval pleasure,Part of,BCIO:006035,evaluation of self,1
BCIO:050879,social connectedness pleasure,Part of,BCIO:006035,evaluation of self,1
BCIO:006035,evaluation of self,Part of,ADDICTO:0001087,social identity,1
BCIO:006074,social embeddedness,Part of,ADDICTO:0001087,social identity,1
BCIO:036000,individual human behaviour,Part of,MF:0000045,wanting,1
BCIO:036000,individual human behaviour,Part of,BCIO:006016,behavioural intention,1
BCIO:006016,behavioural intention,Part of,MF:0000045,wanting,1
MF:0000045,wanting,Part of,BCIO:006016,behavioural intention,1
BCIO:006064,psychological need,Part of,MF:0000045,wanting,1
BCIO:006064,psychological need,Part of,BCIO:006016,behavioural intention,1
GO:0098596,imitative learning,Influences,BCIO:036000,individual human behaviour,1
BCIO:006123,extinction in operant learning,Transitions to,BCIO:050838,spontaneous recovery,1
BCIO:050838,spontaneous recovery,Influences,BCIO:036000,individual human behaviour,1
BCIO:006121,discrimination learning,Influences,BCIO:050578,behavioural cue,1
BCIO:006124,stimulus generalisation in learning,Influences,BCIO:050578,behavioural cue,1
BCIO:007252,provide positive consequence for behaviour BCT,Influences,BCIO:050756,reinforcer,1
BFO:0000008,temporal region,Influences,BCIO:050756,reinforcer,1
BCIO:006124,stimulus generalisation in learning,Influences,BCIO:050663,feedback process to a person,1
BCIO:006123,extinction in operant learning,Negatively influences,BCIO:036000,individual human behaviour,1
BCIO:050838,spontaneous recovery,Positively influences,BCIO:036000,individual human behaviour,1
BCIO:050663,feedback process to a person,Correlates with,BCIO:007252,provide positive consequence for behaviour BCT,1
BCIO:050663,feedback process to a person,Correlates with,BFO:0000008,temporal region,1
BCIO:050680,innate drive,Type of,BCIO:006133,behavioural motivation,1
BCIO:050561,acquired drive,Type of,BCIO:006133,behavioural motivation,1
BCIO:050741,primary reinforcer,Type of,BCIO:050756,reinforcer,1
BCIO:050620,conditioned positive reinforcer,Type of,BCIO:050756,reinforcer,1
BCIO:036000,individual human behaviour,Influences (*),BCIO:006133,behavioural motivation,1
BCIO:036000,individual human behaviour,Influences (*),BCIO:006123,extinction in operant learning,1
BCIO:036000,individual human behaviour,Influences (*),BCIO:006121,discrimination learning,1
BCIO:036000,individual human behaviour,Influences (*),BCIO:006124,stimulus generalisation in learning,1
BCIO:036000,individual human behaviour,Influences (*),BCIO:007252,provide positive consequence for behaviour BCT,1
BCIO:036000,individual human behaviour,Influences (*),BFO:0000008,temporal region,1
BCIO:050756,reinforcer,Influences (*),BCIO:006133,behavioural motivation,1
BCIO:050756,reinforcer,Influences (*),BCIO:036000,individual human behaviour,1
BCIO:050756,reinforcer,Influences (*),BCIO:006123,extinction in operant learning,1
BCIO:050756,reinforcer,Influences (*),BCIO:006121,discrimination learning,1
BCIO:050756,reinforcer,Influences (*),BCIO:006124,stimulus generalisation in learning,1
BCIO:050756,reinforcer,Influences (*),BCIO:007252,provide positive consequence for behaviour BCT,1
BCIO:050756,reinforcer,Influences (*),BFO:0000008,temporal region,1
BCIO:050800,observational learning,Type of,GO:0098596,imitative learning,1
BCIO:036000,individual human behaviour,Type of,GO:0098596,imitative learning,1
BCIO:050707,misperception of descriptive behavioural norm,Negatively influences,BCIO:050821,health-promoting behaviour,1
BCIO:050707,misperception of descriptive behavioural norm,Influences,BCIO:050852,cognitive substitution,1
BCIO:050707,misperception of descriptive behavioural norm,Positively influences,BCIO:050821,health-promoting behaviour,1
BCIO:050852,cognitive substitution,Positively influences,BCIO:050821,health-promoting behaviour,1
BCIO:006095,normative behaviour,Influences (*),BCIO:050707,misperception of descriptive behavioural norm,1
BCIO:050671,group evaluative behavioural norm,Influences (*),BCIO:050707,misperception of descriptive behavioural norm,1
BCIO:006039,perceived norm,Influences (*),BCIO:050707,misperception of descriptive behavioural norm,1
BCIO:050847,belief in false minority,Type of,BCIO:050707,misperception of descriptive behavioural norm,1
BCIO:050870,overestimated perceived descriptive norm,Type of,BCIO:050707,misperception of descriptive behavioural norm,1
BCIO:050885,underestimated perceived descriptive norm,Type of,BCIO:050707,misperception of descriptive behavioural norm,1
BCIO:050780,social role learning,Influences,BCIO:006099,social influence behaviour,1
BCIO:050300,personal attribute,Influences,BCIO:015092,health status attribute,1
BCIO:050893,socio-demographic characteristic,Influences,BCIO:050780,social role learning,1
ENVO:01000254,environmental system,Influences,BCIO:006029,belief about ones environment,1
ADDICTO:0000399,self-identity,Influences,BCIO:050599,belief about social influence on oneself,1
BCIO:050599,belief about social influence on oneself,Influences,ADDICTO:0000399,self-identity,1
BCIO:050595,belief about own health,Influences,BCIO:050599,belief about social influence on oneself,1
BCIO:050599,belief about social influence on oneself,Influences,BCIO:050595,belief about own health,1
BCIO:050595,belief about own health,Influences,BCIO:006029,belief about ones environment,1
BCIO:006029,belief about ones environment,Influences,BCIO:050595,belief about own health,1
BCIO:050595,belief about own health,Influences,BCIO:006031,belief about personal susceptibility,1
BCIO:006031,belief about personal susceptibility,Influences,BCIO:006114,goal setting process,1
BCIO:015092,health status attribute,Influences,BCIO:050595,belief about own health,1
BCIO:006099,social influence behaviour,Influences,BCIO:050599,belief about social influence on oneself,1
BCIO:050599,belief about social influence on oneself,Influences,BCIO:006059,motivation to comply,1
BCIO:006059,motivation to comply,Influences,BCIO:006114,goal setting process,1
ADDICTO:0000399,self-identity,Influences,BCIO:050326,affective attitude,1
BCIO:050326,affective attitude,Influences,BCIO:006114,goal setting process,1
BCIO:050437,health-related behaviour,Influences,BCIO:050300,personal attribute,1
BCIO:050893,socio-demographic characteristic,Influences,ADDICTO:0000399,self-identity,1
BCIO:050215,behavioural capability,Influences,ADDICTO:0000399,self-identity,1
BCIO:006029,belief about ones environment,Influences,BCIO:006017,belief about barriers to a behaviour,1
BCIO:006029,belief about ones environment,Influences,BCIO:050591,belief about enablers of a behaviour,1
BCIO:006017,belief about barriers to a behaviour,Influences,BCIO:006114,goal setting process,1
BCIO:050591,belief about enablers of a behaviour,Influences,BCIO:006114,goal setting process,1
BCIO:006114,goal setting process,Influences,BCIO:006016,behavioural intention,1
BCIO:006114,goal setting process,Influences,BCIO:050228,mental plan,1
BCIO:050209,individual human behaviour change,Influences,BCIO:050437,health-related behaviour,1
BCIO:050437,health-related behaviour,Influences,BCIO:050215,behavioural capability,1
BCIO:050437,health-related behaviour,Influences,BCIO:006001,social environmental system,1
BCIO:006002,family environmental system,Influences,BCIO:050780,social role learning,1
BCIO:006001,social environmental system,Part of,MF:0000032,bodily disposition,1
BCIO:006002,family environmental system,Part of,MF:0000032,bodily disposition,1
BCIO:006002,family environmental system,Part of,BCIO:006001,social environmental system,1
ENVO:01000254,environmental system,Part of,MF:0000032,bodily disposition,1
BCIO:050780,social role learning,Part of,BCIO:050893,socio-demographic characteristic,1
BCIO:050780,social role learning,Part of,BCIO:015092,health status attribute,1
BCIO:050780,social role learning,Part of,MF:0000021,interpersonal process,1
BCIO:006099,social influence behaviour,Part of,BCIO:050893,socio-demographic characteristic,1
BCIO:006099,social influence behaviour,Part of,BCIO:015092,health status attribute,1
BCIO:006099,social influence behaviour,Part of,MF:0000021,interpersonal process,1
BCIO:015092,health status attribute,Part of,BCIO:050893,socio-demographic characteristic,1
BCIO:015092,health status attribute,Part of,MF:0000021,interpersonal process,1
BCIO:050300,personal attribute,Part of,BCIO:050893,socio-demographic characteristic,1
BCIO:050300,personal attribute,Part of,BCIO:015092,health status attribute,1
BCIO:050300,personal attribute,Part of,MF:0000021,interpersonal process,1
ADDICTO:0000399,self-identity,Part of,BCIO:050593,belief about health status,1
ADDICTO:0000399,self-identity,Part of,BCIO:050598,belief about social influence,1
BCIO:050326,affective attitude,Part of,ADDICTO:0000399,self-identity,1
BCIO:050326,affective attitude,Part of,BCIO:050593,belief about health status,1
BCIO:050326,affective attitude,Part of,BCIO:050598,belief about social influence,1
BCIO:006059,motivation to comply,Part of,ADDICTO:0000399,self-identity,1
BCIO:006059,motivation to comply,Part of,BCIO:050593,belief about health status,1
BCIO:006059,motivation to comply,Part of,BCIO:050598,belief about social influence,1
BCIO:050599,belief about social influence on oneself,Part of,ADDICTO:0000399,self-identity,1
BCIO:050599,belief about social influence on oneself,Part of,BCIO:050593,belief about health status,1
BCIO:050599,belief about social influence on oneself,Part of,BCIO:050598,belief about social influence,1
BCIO:050595,belief about own health,Part of,ADDICTO:0000399,self-identity,1
BCIO:050595,belief about own health,Part of,BCIO:050593,belief about health status,1
BCIO:050595,belief about own health,Part of,BCIO:050598,belief about social influence,1
BCIO:006031,belief about personal susceptibility,Part of,ADDICTO:0000399,self-identity,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:050593,belief about health status,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:050598,belief about social influence,1
BCIO:006029,belief about ones environment,Part of,ADDICTO:0000399,self-identity,1
BCIO:006029,belief about ones environment,Part of,BCIO:050593,belief about health status,1
BCIO:006029,belief about ones environment,Part of,BCIO:050598,belief about social influence,1
BCIO:006017,belief about barriers to a behaviour,Part of,ADDICTO:0000399,self-identity,1
BCIO:006017,belief about barriers to a behaviour,Part of,BCIO:050593,belief about health status,1
BCIO:006017,belief about barriers to a behaviour,Part of,BCIO:050598,belief about social influence,1
BCIO:050591,belief about enablers of a behaviour,Part of,ADDICTO:0000399,self-identity,1
BCIO:050591,belief about enablers of a behaviour,Part of,BCIO:050593,belief about health status,1
BCIO:050591,belief about enablers of a behaviour,Part of,BCIO:050598,belief about social influence,1
BCIO:006114,goal setting process,Part of,ADDICTO:0000399,self-identity,1
BCIO:006114,goal setting process,Part of,BCIO:050593,belief about health status,1
BCIO:006114,goal setting process,Part of,BCIO:050598,belief about social influence,1
BCIO:006016,behavioural intention,Part of,BCIO:050593,belief about health status,1
BCIO:006016,behavioural intention,Part of,BCIO:050598,belief about social influence,1
BCIO:050228,mental plan,Part of,BCIO:050593,belief about health status,1
BCIO:050228,mental plan,Part of,BCIO:050598,belief about social influence,1
BCIO:050215,behavioural capability,Part of,BCIO:050328,attitude,1
BCIO:050215,behavioural capability,Part of,MF:0000041,belief,1
BCIO:050209,individual human behaviour change,Part of,BCIO:050328,attitude,1
BCIO:050209,individual human behaviour change,Part of,MF:0000041,belief,1
BCIO:006002,family environmental system,Part of,BCIO:050300,personal attribute,1
BCIO:006016,behavioural intention,Influences,BCIO:036027,object-using behaviour,1
BCIO:050228,mental plan,Influences,BCIO:036027,object-using behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Influences,BCIO:006016,behavioural intention,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Influences,BCIO:050228,mental plan,1
BCIO:006154,self-efficacy belief for a behaviour,Influences,BCIO:050589,belief about effort required for a behaviour,1
BCIO:050591,belief about enablers of a behaviour,Influences,BCIO:050589,belief about effort required for a behaviour,1
BCIO:050608,belief about the positive social consequences of a behaviour,Influences,BCIO:050648,evaluative belief about the positive consequences of a behaviour,1
BCIO:050661,feedback on behaviour,Influences,BCIO:050648,evaluative belief about the positive consequences of a behaviour,1
BCIO:006042,normative belief,Influences,BCIO:050608,belief about the positive social consequences of a behaviour,1
BCIO:050606,belief about the positive emotional consequences of a behaviour,Type of,MF:0000006,judging,1
BCIO:006159,pleasure associated with behaviour,Type of,MF:0000006,judging,1
BCIO:006086,behavioural opportunity,Type of,MF:0000006,judging,1
BCIO:006136,intrinsic motivation,Type of,MF:0000041,belief,1
BCIO:050566,anxiety about use of technology,Type of,MF:0000041,belief,1
BCIO:050591,belief about enablers of a behaviour,Type of,MF:0000041,belief,1
BCIO:006154,self-efficacy belief for a behaviour,Type of,MF:0000041,belief,1
BCIO:050217,belief about consequences of an occurrence,Positively influences,BCIO:006016,behavioural intention,1
BCIO:006024,belief about likelihood of consequences of behaviour,Positively influences,BCIO:006016,behavioural intention,1
MF:0000008,cognitive process,Positively influences,BCIO:036000,individual human behaviour,1
BCIO:050817,frequency of past behaviour,Positively influences,BCIO:036000,individual human behaviour,1
BCIO:050634,drive process,Positively influences,BCIO:036000,individual human behaviour,1
BCIO:050578,behavioural cue,Positively influences,BCIO:036000,individual human behaviour,1
BCIO:036000,individual human behaviour,Influences,BCIO:050817,frequency of past behaviour,1
BCIO:036000,individual human behaviour,Influences,BCIO:050634,drive process,1
BCIO:036000,individual human behaviour,Influences,BCIO:050578,behavioural cue,1
BCIO:036000,individual human behaviour,Influences,MF:0000008,cognitive process,1
BCIO:036000,individual human behaviour,Influences,BCIO:006019,belief about consequences of behaviour,1
BCIO:036000,individual human behaviour,Influences,BCIO:006024,belief about likelihood of consequences of behaviour,1
BCIO:036000,individual human behaviour,Influences,BCIO:050217,belief about consequences of an occurrence,1
MF:0000008,cognitive process,Influences,BCIO:050817,frequency of past behaviour,1
MF:0000008,cognitive process,Influences,BCIO:050634,drive process,1
MF:0000008,cognitive process,Influences,BCIO:050578,behavioural cue,1
BCIO:006148,evaluative belief about the consequences of behaviour,Influences (*),BCIO:050217,belief about consequences of an occurrence,1
BCIO:006033,belief about the timing of the consequences of behaviour,Influences (*),BCIO:050217,belief about consequences of an occurrence,1
BCIO:006148,evaluative belief about the consequences of behaviour,Part of,BCIO:050217,belief about consequences of an occurrence,1
BCIO:006033,belief about the timing of the consequences of behaviour,Part of,BCIO:050217,belief about consequences of an occurrence,1
BCIO:050217,belief about consequences of an occurrence,Part of,BCIO:006133,behavioural motivation,1
BCIO:006019,belief about consequences of behaviour,Part of,BCIO:006133,behavioural motivation,1
BCIO:006024,belief about likelihood of consequences of behaviour,Part of,BCIO:006133,behavioural motivation,1
BCIO:006016,behavioural intention,Part of,BCIO:006133,behavioural motivation,1
BCIO:050928,fear of death,Positively influences,BCIO:006066,need for self-esteem,1
BCIO:050928,fear of death,Positively influences,BCIO:050718,need to hold a world view,1
BCIO:050718,need to hold a world view,Influences,BCIO:050441,socially-related behaviour,1
BCIO:006066,need for self-esteem,Influences,BCIO:050441,socially-related behaviour,1
BCIO:050441,socially-related behaviour,Influences,BCIO:050660,fear reduction mental process,1
BCIO:050926,awareness of mortality,Influences (*),BCIO:050928,fear of death,1
BCIO:050953,desire for continued life,Influences (*),BCIO:050928,fear of death,1
ENVO:01000254,environmental system,Influences,MF:0000008,cognitive process,1
BCIO:006029,belief about ones environment,Influences,MF:0000008,cognitive process,1
MF:0000031,cognitive representation,Type of,MF:0000008,cognitive process,1
MF:0000088,subliminal process,Type of,MF:0000008,cognitive process,1
BCIO:050578,behavioural cue,Influences,BCIO:050327,affective attitude towards a behaviour,1
BCIO:050327,affective attitude towards a behaviour,Influences,BCIO:006016,behavioural intention,1
BCIO:006148,evaluative belief about the consequences of behaviour,Influences,BCIO:006016,behavioural intention,1
BCIO:006001,social environmental system,Influences,BCIO:006016,behavioural intention,1
BCIO:036000,individual human behaviour,Influences,BCIO:006049,goal,1
BCIO:006103,self-regulation of behaviour,Part of,BCIO:006001,social environmental system,1
BCIO:006137,self-monitoring,Part of,BCIO:006001,social environmental system,1
BCIO:006039,perceived norm,Part of,BCIO:006001,social environmental system,1
BCIO:006081,personal role,Part of,BCIO:006001,social environmental system,1
BCIO:007014,create behavioural contract BCT,Part of,BCIO:006001,social environmental system,1
BCIO:006016,behavioural intention,Part of,BCIO:006001,social environmental system,1
BCIO:006024,belief about likelihood of consequences of behaviour,Influences (*),BCIO:006148,evaluative belief about the consequences of behaviour,1
MFOEM:000085,appraisal of desirability of consequences,Influences (*),BCIO:006148,evaluative belief about the consequences of behaviour,1
BCIO:050671,group evaluative behavioural norm,Influences,BCIO:006041,perceived evaluative behavioural norm,1
ADDICTO:0000715,group identity,Type of,BCIO:050575,behaviour change through group norm,1
BCIO:050217,belief about consequences of an occurrence,Type of,BCIO:050575,behaviour change through group norm,1
BCIO:006041,perceived evaluative behavioural norm,Type of,BCIO:050575,behaviour change through group norm,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Type of,BCIO:050217,belief about consequences of an occurrence,1
BCIO:006149,belief about the personal desirability of consequences of a behaviour,Type of,BCIO:050217,belief about consequences of an occurrence,1
BCIO:050931,preparation for social role,Type of,BCIO:050217,belief about consequences of an occurrence,1
BCIO:050769,similarity to other people,Part of,ADDICTO:0000715,group identity,1
BCIO:050726,normative goal,Part of,ADDICTO:0000715,group identity,1
BCIO:006041,perceived evaluative behavioural norm,Positively influences,BCIO:006016,behavioural intention,1
BCIO:050329,attitude towards a behaviour,Positively influences,BCIO:006016,behavioural intention,1
