BCIO:015237---biological daughter population statistic	subClassOf	BCIO:015238---percentage biological daughter population statistic
BCIO:050598---belief about social influence	subClassOf	BCIO:050599---belief about social influence on oneself
BCIO:007289---remove aversive consequence for outcome of behaviour BCT	subClassOf	BCIO:007291---remove aversive social consequence for outcome of behaviour BCT
BCIO:007289---remove aversive consequence for outcome of behaviour BCT	subClassOf	BCIO:007288---remove aversive material consequence for outcome of behaviour BCT
BCIO:015788---unpaid carer for an adult status population statistic	subClassOf	BCIO:015789---percentage unpaid carer for an adult status population statistic
BCIO:015788---unpaid carer for an adult status population statistic	subClassOf	BCIO:015790---proportion unpaid carer for an adult status population statistic
BCIO:050239---learning	subClassOf	BCIO:050950---social learning
BCIO:050239---learning	subClassOf	BCIO:006119---associative learning
BCIO:050239---learning	subClassOf	BCIO:050800---observational learning
BCIO:050239---learning	subClassOf	GO:0046958---nonassociative learning
BCIO:050239---learning	subClassOf	BCIO:050780---social role learning
BCIO:050679---information evaluation process	subClassOf	BCIO:050644---evaluation of information about behavioural self-efficacy
BCIO:010004---occupational role of source	subClassOf	BCIO:010006---professional
BCIO:010004---occupational role of source	subClassOf	BCIO:010081---elementary occupation
BCIO:010004---occupational role of source	subClassOf	BCIO:010083---researcher
BCIO:010004---occupational role of source	subClassOf	BCIO:010080---assembler
BCIO:010004---occupational role of source	subClassOf	BCIO:010068---services and sales worker
BCIO:010004---occupational role of source	subClassOf	BCIO:010078---craft and related trades worker
BCIO:010004---occupational role of source	subClassOf	BCIO:010005---manager
BCIO:010004---occupational role of source	subClassOf	BCIO:010067---clerical support worker
BCIO:010004---occupational role of source	subClassOf	BCIO:010079---plant and machine operator
BCIO:010004---occupational role of source	subClassOf	BCIO:010077---skilled agricultural, forestry and fishery worker
BCIO:010004---occupational role of source	subClassOf	BCIO:010082---armed forces occupation
BCIO:015575---parent population statistic	subClassOf	BCIO:015577---proportion parent population statistic
BCIO:015575---parent population statistic	subClassOf	BCIO:015576---percentage parent population statistic
BCIO:015294---divorced or separated population statistic	subClassOf	BCIO:015295---percentage divorced or separated population statistic
BCIO:015294---divorced or separated population statistic	subClassOf	BCIO:015296---proportion divorced or separated population statistic
OBI:0000011---planned process	subClassOf	SEPIO:0000004---research activity
OBI:0000011---planned process	subClassOf	BCIO:001000---behaviour change intervention scenario
OBI:0000011---planned process	subClassOf	BCIO:033000---behaviour change technique
OBI:0000011---planned process	subClassOf	BCIO:046000---intervention content
OBI:0000011---planned process	subClassOf	BCIO:045000---intervention delivery
OBI:0000011---planned process	subClassOf	BCIO:037000---intervention
OBI:0000011---planned process	subClassOf	BCIO:050550---education process
OBI:0000011---planned process	subClassOf	SDGIO:00010001---education process
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007064---inform about social consequences BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007063---inform about health consequences BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007070---prompt comparative imagining of future outcomes BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:050559---inform about negative consequences BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007065---inform about emotional consequences BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007119---imagine reward BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007069---consider pros and cons BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007176---inform about environmental consequences BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007068---increase salience of consequences BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007120---vicarious reward BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007121---vicarious punishment BCT
BCIO:007062---increase awareness of consequences BCT	subClassOf	BCIO:007118---imagine punishment BCT
BCIO:015336---foster child population statistic	subClassOf	BCIO:015337---percentage foster child population statistic
BCIO:015336---foster child population statistic	subClassOf	BCIO:015338---proportion foster child population statistic
BCIO:050898---self-efficacy belief	subClassOf	BCIO:050765---self-efficacy belief for avoiding a threat
BCIO:050898---self-efficacy belief	subClassOf	BCIO:006043---self-efficacy belief for a behaviour and its associated outcomes
BCIO:050898---self-efficacy belief	subClassOf	BCIO:006154---self-efficacy belief for a behaviour
BCIO:015415---human age population statistic	subClassOf	BCIO:015417---minimum human age population statistic
BCIO:015415---human age population statistic	subClassOf	BCIO:015418---maximum human age population statistic
BCIO:015415---human age population statistic	subClassOf	BCIO:015419---median human age population statistic
BCIO:015415---human age population statistic	subClassOf	BCIO:015416---mean human age population statistic
BCIO:015123---child relation	subClassOf	BCIO:015127---adoptive child
BCIO:015123---child relation	subClassOf	BCIO:015124---biological child
BCIO:015123---child relation	subClassOf	BCIO:015130---stepchild
BCIO:015123---child relation	subClassOf	BCIO:015133---foster child
BCIO:007276---provide reduced frequency of aversive consequence for outcome of behaviour BCT	subClassOf	BCIO:007278---provide reduced frequency of aversive social consequence for outcome of behaviour BCT
BCIO:007276---provide reduced frequency of aversive consequence for outcome of behaviour BCT	subClassOf	BCIO:007275---provide reduced frequency of aversive material consequence for outcome of behaviour BCT
BCIO:015408---household income population statistic	subClassOf	BCIO:015410---minimum household income population statistic
BCIO:015408---household income population statistic	subClassOf	BCIO:015414---proportion household income population statistic
BCIO:015408---household income population statistic	subClassOf	BCIO:015413---percentage household income population statistic
BCIO:015408---household income population statistic	subClassOf	BCIO:015409---mean household income population statistic
BCIO:015408---household income population statistic	subClassOf	BCIO:015412---median household income population statistic
BCIO:015408---household income population statistic	subClassOf	BCIO:015411---maximum household income population statistic
BCIO:006001---social environmental system	subClassOf	BCIO:050740---positive social environmental system
BCIO:006001---social environmental system	subClassOf	BCIO:050723---negative social environmental system
BCIO:006001---social environmental system	subClassOf	BCIO:050732---person’s social environmental system
BCIO:006001---social environmental system	subClassOf	BCIO:050727---norms-related social environmental system
BCIO:006001---social environmental system	subClassOf	BCIO:050213---professional network
BCIO:006001---social environmental system	subClassOf	BCIO:006002---family environmental system
BCIO:006001---social environmental system	subClassOf	BCIO:050635---economic environmental system
BCIO:006001---social environmental system	subClassOf	BCIO:006003---friendship network
BCIO:006001---social environmental system	subClassOf	BCIO:050787---supportive social environmental system
BCIO:015111---biological parent	subClassOf	BCIO:015113---biological father
BCIO:015111---biological parent	subClassOf	BCIO:015112---biological mother
BCIO:006133---behavioural motivation	subClassOf	BCIO:050634---drive process
BCIO:006133---behavioural motivation	subClassOf	BCIO:050318---reflective behavioural motivation
BCIO:006133---behavioural motivation	subClassOf	BCIO:006059---motivation to comply
BCIO:006133---behavioural motivation	subClassOf	BCIO:050767---self-motive
BCIO:006133---behavioural motivation	subClassOf	BCIO:006307---extrinsic motivation
BCIO:006133---behavioural motivation	subClassOf	BCIO:050947---motivation to deviate
BCIO:006133---behavioural motivation	subClassOf	BCIO:006134---automatic behavioural motivation
BCIO:006133---behavioural motivation	subClassOf	BCIO:050713---motivation to reduce harm
BCIO:006133---behavioural motivation	subClassOf	BCIO:006302---autonomous motivation
BCIO:015026---individual income	subClassOf	BCIO:015037---income-related welfare benefit
BCIO:015802---widowed population statistic	subClassOf	BCIO:015803---percentage widowed population statistic
BCIO:015802---widowed population statistic	subClassOf	BCIO:015804---proportion widowed population statistic
BCIO:006162---mental distancing	subClassOf	BCIO:006163---targeted mental distancing
BCIO:007273---provide reduced frequency of aversive consequence for behaviour BCT	subClassOf	BCIO:007277---provide reduced frequency of aversive social consequence for behaviour BCT
BCIO:007273---provide reduced frequency of aversive consequence for behaviour BCT	subClassOf	BCIO:007274---provide reduced frequency of aversive material consequence for behaviour BCT
BCIO:050228---mental plan	subClassOf	BCIO:006070---mental plan for a behaviour
OMRSE:00000061---architectural structure	subClassOf	OMRSE:00000062---facility
BCIO:015531---nephew population statistic	subClassOf	BCIO:015533---proportion nephew population statistic
BCIO:015531---nephew population statistic	subClassOf	BCIO:015532---percentage nephew population statistic
BCIO:050211---substance use behaviour pattern	subClassOf	BCIO:036102---tobacco use behaviour pattern
BCIO:050211---substance use behaviour pattern	subClassOf	ADDICTO:0001135---alcohol consumption pattern
BCIO:050209---individual human behaviour change	subClassOf	BCIO:050207---individual human behaviour pattern cessation
BCIO:050209---individual human behaviour change	subClassOf	BCIO:050575---behaviour change through group norm
BCIO:050645---evaluative belief about the consequences of one’s behaviour	subClassOf	BCIO:050646---evaluative belief about the consequences of one’s past behaviour
BCIO:050645---evaluative belief about the consequences of one’s behaviour	subClassOf	BCIO:050649---evaluative belief about the possible future consequences of one’s behaviour
BCIO:015405---homosexual population statistic	subClassOf	BCIO:015406---percentage homosexual population statistic
BCIO:015405---homosexual population statistic	subClassOf	BCIO:015407---proportion homosexual population statistic
BCIO:036027---object-using behaviour	subClassOf	BCIO:050418---watching behaviour
BCIO:036027---object-using behaviour	subClassOf	BCIO:050420---digital interaction behaviour
BCIO:036027---object-using behaviour	subClassOf	BCIO:050427---audio presentation listening behaviour
BCIO:036027---object-using behaviour	subClassOf	BCIO:036063---reading behaviour
BCIO:036027---object-using behaviour	subClassOf	BCIO:036062---manufacturing behaviour
BCIO:050323---subjective feeling	subClassOf	BCIO:050863---feeling of uncertainty
BCIO:050957---organisational attribute	subClassOf	BCIO:050956---degree of organisational hierarchy
BCIO:050415---self-injecting consumption	subClassOf	BCIO:050393---intravenous self-injecting
ENVO:01001272---constructed pavement	subClassOf	ENVO:00000064---road
BCIO:015546---not working for health reasons population statistic	subClassOf	BCIO:015548---proportion not working for health reasons population statistic
BCIO:015546---not working for health reasons population statistic	subClassOf	BCIO:015547---percentage not working for health reasons population statistic
BCIO:007005---set outcome goal BCT	subClassOf	BCIO:007301---set measurable outcome goal BCT
BCIO:026003---attribute of location	subClassOf	BCIO:026007---population and resource density
BCIO:026003---attribute of location	subClassOf	BCIO:026004---area social and economic condition
ENVO:01001305---vegetated area	subClassOf	ENVO:00000106---grassland area
ENVO:01001305---vegetated area	subClassOf	ENVO:00000109---woodland area
BCIO:015234---biological child population statistic	subClassOf	BCIO:015236---proportion biological child population statistic
BCIO:015234---biological child population statistic	subClassOf	BCIO:015235---percentage biological child population statistic
BCIO:050207---individual human behaviour pattern cessation	subClassOf	BCIO:050208---tobacco use cessation
BCIO:050435---behavioural attribute	subClassOf	BCIO:050961---Non self-regulated behaviour
BCIO:050435---behavioural attribute	subClassOf	BCIO:050814---emotionally driven
BCIO:050435---behavioural attribute	subClassOf	BCIO:036076---impulsiveness
BCIO:050435---behavioural attribute	subClassOf	BCIO:050835---response cost
BCIO:050435---behavioural attribute	subClassOf	BCIO:050902---behavioural ease
BCIO:050435---behavioural attribute	subClassOf	BCIO:050822---identity congruence
BCIO:050435---behavioural attribute	subClassOf	BCIO:050444---behavioural reflectiveness
BCIO:050435---behavioural attribute	subClassOf	BCIO:050959---capability-performance gap
BCIO:050435---behavioural attribute	subClassOf	BCIO:050432---physical exertion expended on a behaviour
BCIO:050435---behavioural attribute	subClassOf	BCIO:050430---behavioural form
BCIO:050435---behavioural attribute	subClassOf	BCIO:050431---mental exertion expended on a behaviour
BCIO:050435---behavioural attribute	subClassOf	BCIO:050447---intentionality
BCIO:006029---belief about ones environment	subClassOf	BCIO:006145---belief about ones social environment
BCIO:006029---belief about ones environment	subClassOf	BCIO:050225---belief about ones physical environment
BCIO:006029---belief about ones environment	subClassOf	BCIO:050224---belief about healthcare accessibility
BCIO:006072---stereotype	subClassOf	BCIO:050759---risk-taker stereotype
BCIO:011005---printed material mode of delivery	subClassOf	BCIO:011009---labelling mode of delivery
BCIO:011005---printed material mode of delivery	subClassOf	BCIO:011007---public notice mode of delivery
BCIO:011005---printed material mode of delivery	subClassOf	BCIO:011006---letter mode of delivery
BCIO:011005---printed material mode of delivery	subClassOf	BCIO:011008---printed publication mode of delivery
BCIO:050669---group belief	subClassOf	BCIO:050847---belief in false minority
BCIO:006047---decision	subClassOf	BCIO:006048---behavioural decision
BCIO:010095---family member	subClassOf	BCIO:010099---child relationship
BCIO:010095---family member	subClassOf	BCIO:010097---spouse or partner
BCIO:010095---family member	subClassOf	BCIO:015110---parent
BCIO:010095---family member	subClassOf	BCIO:015153---aunt
BCIO:010095---family member	subClassOf	BCIO:015156---niece
BCIO:010095---family member	subClassOf	BCIO:015150---grandparent
BCIO:010095---family member	subClassOf	BCIO:015154---uncle
BCIO:010095---family member	subClassOf	BCIO:015155---cousin
BCIO:010095---family member	subClassOf	BCIO:010098---sibling relationship
BCIO:010095---family member	subClassOf	BCIO:015136---sibling
BCIO:010095---family member	subClassOf	BCIO:015123---child relation
BCIO:010095---family member	subClassOf	BCIO:010096---parent or guardian
BCIO:010095---family member	subClassOf	BCIO:015157---nephew
BCIO:015171---achieved bachelor's degree or equivalent level population statistic	subClassOf	BCIO:015173---proportion achieved bachelor's degree or equivalent level population statistic
BCIO:015171---achieved bachelor's degree or equivalent level population statistic	subClassOf	BCIO:015172---percentage achieved bachelor's degree or equivalent level population statistic
IAO:0000007---action specification	subClassOf	ADDICTO:0000456---policy
BCIO:050806---behavioural consequence	subClassOf	BCIO:050820---harm prevention
BCIO:050806---behavioural consequence	subClassOf	BCIO:050900---social behavioural consequence
BCIO:050806---behavioural consequence	subClassOf	BCIO:050919---negative behavioural consequence
BCIO:050806---behavioural consequence	subClassOf	BCIO:050823---impact of behaviour on environment
BCIO:050806---behavioural consequence	subClassOf	BCIO:050828---positive behavioural consequence
BCIO:007285---remove consequence for behaviour BCT	subClassOf	BCIO:007293---remove positive consequence for behaviour BCT
BCIO:007285---remove consequence for behaviour BCT	subClassOf	BCIO:007286---remove aversive consequence for behaviour BCT
BCIO:050818---goal-directed behaviour	subClassOf	BCIO:050920---opportunity-seeking behaviour
BCIO:050818---goal-directed behaviour	subClassOf	BCIO:050840---threat-reducing behaviour
BCIO:050818---goal-directed behaviour	subClassOf	BCIO:050802---approval seeking behaviour
BCIO:015030---renter	subClassOf	BCIO:015031---renter of housing from a social provider
BCIO:035000---evaluation finding	subClassOf	BCIO:023000---behaviour change intervention evaluation finding
BCIO:006017---belief about barriers to a behaviour	subClassOf	BCIO:050589---belief about effort required for a behaviour
BCIO:007302---suggest different perspective on behaviour BCT	subClassOf	BCIO:007057---draw attention to incompatible beliefs BCT
BCIO:007302---suggest different perspective on behaviour BCT	subClassOf	BCIO:007052---inform about antecedents BCT
BCIO:007302---suggest different perspective on behaviour BCT	subClassOf	BCIO:007053---re-attribute cause BCT
BCIO:007302---suggest different perspective on behaviour BCT	subClassOf	BCIO:007056---reframe past behaviour BCT
BCIO:050695---low capability to enact a behaviour	subClassOf	BCIO:050869---low mental capability to enact a behaviour
BCIO:011021---call mode of delivery	subClassOf	BCIO:011024---messaging mode of delivery
BCIO:011021---call mode of delivery	subClassOf	BCIO:011022---audio call mode of delivery
BCIO:011021---call mode of delivery	subClassOf	BCIO:011023---video call mode of delivery
BCIO:050747---psychological attachment	subClassOf	BCIO:050750---psychological attachment to conventional society
BCIO:050747---psychological attachment	subClassOf	BCIO:050955---attachment to a caregiver
BCIO:015799---voluntary worker status population statistic	subClassOf	BCIO:015801---proportion voluntary worker status population statistic
BCIO:015799---voluntary worker status population statistic	subClassOf	BCIO:015800---percentage voluntary worker status population statistic
BCIO:036075---harmful behaviour	subClassOf	BCIO:036014---self-injury behaviour
BCIO:036075---harmful behaviour	subClassOf	BCIO:050398---harmful behaviour to others
BCIO:015749---stepfather population statistic	subClassOf	BCIO:015750---percentage stepfather population statistic
BCIO:015749---stepfather population statistic	subClassOf	BCIO:015751---proportion stepfather population statistic
BCIO:007201---promise to remove consequence for outcome of behaviour BCT	subClassOf	BCIO:007196---promise to remove aversive consequence for outcome of behaviour BCT
BCIO:007201---promise to remove consequence for outcome of behaviour BCT	subClassOf	BCIO:007217---promise to remove positive consequence for outcome of behaviour BCT
ENVO:01001784---compound astronomical body part	subClassOf	ENVO:00000191---solid astronomical body part
BCIO:015137---biological sibling	subClassOf	BCIO:015138---biological sister
BCIO:015137---biological sibling	subClassOf	BCIO:015139---biological brother
BCIO:050825---monitoring behaviour	subClassOf	BCIO:050807---carer monitoring of child behaviour
BCIO:010044---technician and associate professional	subClassOf	BCIO:010058---legal and related associate professional
BCIO:010044---technician and associate professional	subClassOf	BCIO:010045---health associate professional
BCIO:010044---technician and associate professional	subClassOf	BCIO:010066---information and communications technician
BCIO:010044---technician and associate professional	subClassOf	BCIO:010057---business and administration associate professional
BCIO:010044---technician and associate professional	subClassOf	BCIO:010065---artistic, cultural and culinary associate professional
BCIO:010044---technician and associate professional	subClassOf	BCIO:010060---religious associate professional
BCIO:010044---technician and associate professional	subClassOf	BCIO:010061---sport and fitness worker
BCIO:010044---technician and associate professional	subClassOf	BCIO:010059---social work associate professional
BCIO:011035---ingestion mode of delivery	subClassOf	BCIO:011036---transdermal mode of delivery
BCIO:011035---ingestion mode of delivery	subClassOf	BCIO:011040---buccal mode of delivery
BCIO:011035---ingestion mode of delivery	subClassOf	BCIO:011037---alimentary mode of delivery
BCIO:011035---ingestion mode of delivery	subClassOf	BCIO:011041---inhalation mode of delivery
BCIO:011035---ingestion mode of delivery	subClassOf	BCIO:011046---wearable ingestion mode of delivery
BCIO:011035---ingestion mode of delivery	subClassOf	BCIO:011042---injection mode of delivery
BCIO:007065---inform about emotional consequences BCT	subClassOf	BCIO:007181---inform about positive emotional consequences BCT
BCIO:007065---inform about emotional consequences BCT	subClassOf	BCIO:007067---induce anticipated regret BCT
BCIO:007065---inform about emotional consequences BCT	subClassOf	BCIO:007177---inform about negative emotional consequences BCT
BCIO:015767---transgender population statistic	subClassOf	BCIO:015769---proportion transgender population statistic
BCIO:015767---transgender population statistic	subClassOf	BCIO:015768---percentage transgender population statistic
BCIO:015402---homemaker status population statistic	subClassOf	BCIO:015404---proportion homemaker status population statistic
BCIO:015402---homemaker status population statistic	subClassOf	BCIO:015403---percentage homemaker status population statistic
BCIO:007063---inform about health consequences BCT	subClassOf	BCIO:007179---inform about negative health consequences BCT
BCIO:007063---inform about health consequences BCT	subClassOf	BCIO:007183---inform about positive health consequences BCT
BCIO:050773---social environmental system attribute	subClassOf	BCIO:050751---quality of social relationships
BCIO:007187---promise consequence for behaviour BCT	subClassOf	BCIO:007189---promise aversive consequence for behaviour BCT
BCIO:007187---promise consequence for behaviour BCT	subClassOf	BCIO:007202---promise positive consequence for behaviour BCT
BFO:0000141---immaterial entity	subClassOf	BFO:0000029---site
BFO:0000141---immaterial entity	subClassOf	BFO:0000006---spatial region
BCIO:050706---mental process attribute	subClassOf	BCIO:050785---strength of attention
BCIO:015219---adult population statistic	subClassOf	BCIO:015220---percentage adult population statistic
BCIO:015219---adult population statistic	subClassOf	BCIO:015221---proportion adult population statistic
BCIO:050406---participating in psychological treatment	subClassOf	BCIO:050407---participating in creative arts therapy
OMRSE:00000064---school facility	subClassOf	BCIO:026025---middle school
OMRSE:00000064---school facility	subClassOf	BCIO:026024---primary school
OMRSE:00000064---school facility	subClassOf	BCIO:026026---secondary school
BCIO:010120---expertise of person source	subClassOf	BCIO:010121---knowledge or skill
BCIO:010037---social professional	subClassOf	BCIO:010039---social work and counselling professional
BCIO:010037---social professional	subClassOf	BCIO:010038---psychologist
ENVO:00000010---transport feature	subClassOf	ENVO:01001272---constructed pavement
BCIO:015761---student or trainee role population statistic	subClassOf	BCIO:015763---proportion student or trainee role population statistic
BCIO:015761---student or trainee role population statistic	subClassOf	BCIO:015762---percentage student or trainee role population statistic
BCIO:006005---self-regulation capability	subClassOf	BCIO:006006---behavioural self-regulation capability
BCIO:006005---self-regulation capability	subClassOf	BCIO:050214---attentional self-regulation capability
BCIO:006005---self-regulation capability	subClassOf	BCIO:006007---cognitive self-regulation capability
BCIO:006005---self-regulation capability	subClassOf	BCIO:050222---self-regulatory skill
BCIO:006005---self-regulation capability	subClassOf	BCIO:006008---emotional self-regulation capability
BCIO:015168---ability to write in intervention language population statistic	subClassOf	BCIO:015170---proportion ability to write in intervention language population statistic
BCIO:015168---ability to write in intervention language population statistic	subClassOf	BCIO:015169---percentage ability to write in intervention language population statistic
BCIO:007189---promise aversive consequence for behaviour BCT	subClassOf	BCIO:007197---promise aversive social consequence for behaviour BCT
BCIO:007189---promise aversive consequence for behaviour BCT	subClassOf	BCIO:007192---promise aversive material consequence for behaviour BCT
BCIO:007189---promise aversive consequence for behaviour BCT	subClassOf	BCIO:007191---promise aversive consequence for situation specific behaviour BCT
BCIO:007189---promise aversive consequence for behaviour BCT	subClassOf	BCIO:007225---promise reduced frequency of aversive consequence for behaviour BCT
BCIO:015439---income-related welfare benefit population statistic	subClassOf	BCIO:015440---percentage income-related welfare benefit population statistic
BCIO:015439---income-related welfare benefit population statistic	subClassOf	BCIO:015441---proportion income-related welfare benefit population statistic
BCIO:050379---vaping device use	subClassOf	BCIO:050378---electronic vaping device use
BCIO:010000---behaviour change intervention source	subClassOf	BCIO:010138---organisational source role
BCIO:010000---behaviour change intervention source	subClassOf	BCIO:010133---source role related to intervention
BCIO:010000---behaviour change intervention source	subClassOf	BCIO:010001---person source role
BCIO:010000---behaviour change intervention source	subClassOf	BCIO:010134---source involved in development of intervention
BCIO:015092---health status attribute	subClassOf	BCIO:015093---medication use status
BCIO:015779---undecidedness about enacting a behaviour population statistic	subClassOf	BCIO:015781---proportion undecidedness about enacting a behaviour population statistic
BCIO:015779---undecidedness about enacting a behaviour population statistic	subClassOf	BCIO:015780---percentage undecidedness about enacting a behaviour population statistic
UBERON:0001062---anatomical entity	subClassOf	UBERON:0000465---material anatomical entity
MF:0000027---planning	subClassOf	BCIO:050624---coping planning
MF:0000027---planning	subClassOf	BCIO:050844---action planning
ADDICTO:0000399---self-identity	subClassOf	BCIO:050229---professional identity
ADDICTO:0000399---self-identity	subClassOf	BCIO:015102---non-gendered identity
ADDICTO:0000399---self-identity	subClassOf	ADDICTO:0001377---negative self-identity
ADDICTO:0000399---self-identity	subClassOf	BCIO:015098---gender identity
ADDICTO:0000399---self-identity	subClassOf	ADDICTO:0001087---social identity
ADDICTO:0000399---self-identity	subClassOf	BCIO:015097---ethnic group membership
ADDICTO:0000399---self-identity	subClassOf	BCIO:015008---questioning sexual orientation
BCIO:015300---employed population statistic	subClassOf	BCIO:015302---proportion employed population statistic
BCIO:015300---employed population statistic	subClassOf	BCIO:015301---percentage employed population statistic
BCIO:015339---foster daughter population statistic	subClassOf	BCIO:015340---percentage foster daughter population statistic
BCIO:015339---foster daughter population statistic	subClassOf	BCIO:015341---proportion foster daughter population statistic
BCIO:015702---retired status population statistic	subClassOf	BCIO:015704---proportion retired status population statistic
BCIO:015702---retired status population statistic	subClassOf	BCIO:015703---percentage retired status population statistic
BCIO:015678---questioning sexual orientation population statistic	subClassOf	BCIO:015680---proportion questioning sexual orientation population statistic
BCIO:015678---questioning sexual orientation population statistic	subClassOf	BCIO:015679---percentage questioning sexual orientation population statistic
BCIO:050597---belief about severity of health condition	subClassOf	BCIO:050596---belief about severity of AIDS
BCIO:036104---tobacco smoking behaviour pattern	subClassOf	BCIO:036106---cigarette smoking behaviour pattern
BCIO:015675---queer population statistic	subClassOf	BCIO:015677---proportion queer population statistic
BCIO:015675---queer population statistic	subClassOf	BCIO:015676---percentage queer population statistic
BCIO:015228---aunt population statistic	subClassOf	BCIO:015229---percentage aunt population statistic
BCIO:015228---aunt population statistic	subClassOf	BCIO:015230---proportion aunt population statistic
BCIO:006011---social behavioural capability	subClassOf	BCIO:006012---social skill
BCIO:006113---dissonance reduction process	subClassOf	BCIO:050632---dissonance reduction through behavior
BCIO:006113---dissonance reduction process	subClassOf	BCIO:050631---dissonance reduction process for a behaviour
BCIO:006113---dissonance reduction process	subClassOf	BCIO:050633---dissonance reduction through mental process
BCIO:044012---asking questions	subClassOf	BCIO:044013---asking closed-ended questions
BCIO:044012---asking questions	subClassOf	BCIO:050382---asking clarifying questions
BCIO:044012---asking questions	subClassOf	BCIO:044014---asking focused questions
BCIO:044012---asking questions	subClassOf	BCIO:044015---asking leading questions
BCIO:044012---asking questions	subClassOf	BCIO:044016---asking open-ended questions
BCIO:026022---educational facility	subClassOf	BCIO:026028---university facility
BCIO:026022---educational facility	subClassOf	BCIO:026027---vocational facility
BCIO:026022---educational facility	subClassOf	BCIO:026023---early years facility
BCIO:026022---educational facility	subClassOf	OMRSE:00000064---school facility
BCIO:010008---health professional	subClassOf	BCIO:010014---midwifery professional
BCIO:010008---health professional	subClassOf	BCIO:010020---environmental and occupational health and hygiene professional
BCIO:010008---health professional	subClassOf	BCIO:010016---paramedical practitioner
BCIO:010008---health professional	subClassOf	BCIO:010021---physiotherapist
BCIO:010008---health professional	subClassOf	BCIO:010009---medical doctor
BCIO:010008---health professional	subClassOf	BCIO:010017---veterinarian
BCIO:010008---health professional	subClassOf	BCIO:010024---optometrist and ophthalmic optician
BCIO:010008---health professional	subClassOf	BCIO:010013---nursing professional
BCIO:010008---health professional	subClassOf	BCIO:010019---pharmacist
BCIO:010008---health professional	subClassOf	BCIO:010018---dentist
BCIO:010008---health professional	subClassOf	BCIO:010012---nursing and midwifery professional
BCIO:010008---health professional	subClassOf	BCIO:010023---audiologist and speech therapist
BCIO:010008---health professional	subClassOf	BCIO:010022---dietician and nutritionist
BCIO:010008---health professional	subClassOf	BCIO:010015---traditional and complementary medicine professional
BCIO:015207---adoptive parent population statistic	subClassOf	BCIO:015208---percentage adoptive parent population statistic
BCIO:015207---adoptive parent population statistic	subClassOf	BCIO:015209---proportion adoptive parent population statistic
BCIO:006020---belief about social consequences of behaviour	subClassOf	BCIO:050608---belief about the positive social consequences of a behaviour
BCIO:015136---sibling	subClassOf	BCIO:015143---step-sibling
BCIO:015136---sibling	subClassOf	BCIO:015149---twin
BCIO:015136---sibling	subClassOf	BCIO:015137---biological sibling
BCIO:015136---sibling	subClassOf	BCIO:015146---foster sibling
BCIO:015136---sibling	subClassOf	BCIO:015140---adoptive sibling
BCIO:050322---goal interaction	subClassOf	BCIO:050320---goal conflict
BCIO:050322---goal interaction	subClassOf	BCIO:050321---goal facilitation
OMRSE:00000150---community living health care facility	subClassOf	OMRSE:00000106---rehabilitation facility
ENVO:01000254---environmental system	subClassOf	BCIO:026000---behaviour change intervention physical setting
ENVO:01000254---environmental system	subClassOf	BCIO:006001---social environmental system
ENVO:01000254---environmental system	subClassOf	BCIO:050731---person’s environmental system
ENVO:01000254---environmental system	subClassOf	ENVO:01001110---ecosystem
BCIO:011002---human interactional mode of delivery	subClassOf	BCIO:011004---at-a-distance mode of delivery
BCIO:011002---human interactional mode of delivery	subClassOf	BCIO:011003---face to face mode of delivery
BCIO:007217---promise to remove positive consequence for outcome of behaviour BCT	subClassOf	BCIO:007236---promise to remove positive material consequence for outcome of behaviour BCT
BCIO:007217---promise to remove positive consequence for outcome of behaviour BCT	subClassOf	BCIO:007238---promise to remove positive social consequence for outcome of behaviour BCT
BFO:0000008---temporal region	subClassOf	BCIO:050453---behaviour end point
BFO:0000008---temporal region	subClassOf	BCIO:050450---abstinence end point
BFO:0000008---temporal region	subClassOf	BCIO:050452---abstinence start point
BFO:0000008---temporal region	subClassOf	BCIO:050454---behaviour starting point
BFO:0000008---temporal region	subClassOf	BFO:0000038---one-dimensional temporal region
IAO:0000102---data about an ontology part	subClassOf	IAO:0000078---curation status specification
BCIO:015258---biological son population statistic	subClassOf	BCIO:015259---percentage biological son population statistic
BCIO:015258---biological son population statistic	subClassOf	BCIO:015260---proportion biological son population statistic
BCIO:015195---adoptive child population statistic	subClassOf	BCIO:015197---proportion adoptive child population statistic
BCIO:015195---adoptive child population statistic	subClassOf	BCIO:015196---percentage adoptive child population statistic
BCIO:026029---community facility	subClassOf	BCIO:026035---arts and entertainment facility
BCIO:026029---community facility	subClassOf	BCIO:026033---religious facility
BCIO:026029---community facility	subClassOf	BCIO:026034---hospitality and catering facility
